,0,1,2,3,4,5,6,7,8,9
316_town,-0.4532378,2.7155476,0.14813375,-0.18670711,1.8218465,0.94977033,1.4813148,-2.2744644,-1.1177732,0.15485731
318_city,-0.78402126,0.35821438,1.2589917,-0.8505805,-1.0009892,0.7762695,0.39231768,-0.43200973,-1.3842614,0.12711643
318_rural,-1.5969825,2.0264888,0.33251816,-0.23505627,0.44037297,1.5694385,1.4259146,0.777788,-0.922895,-0.02416096
318_town,0.5650817,-0.3430801,-0.19189136,-0.77434397,0.27392218,0.0038970201,-1.723783,0.019894505,-1.8871732,-0.20762919
319_city,2.5529685,-0.7037873,0.9055247,-1.159266,2.0349293,-0.46202698,-0.29759073,-4.8179345,-2.4712853,0.36702964
319_rural,1.72006,1.5123159,-0.3878723,-1.8563914,3.100577,1.1586083,1.5416056,-2.7294161,-2.1005154,-1.1447698
319_town,2.0534549,1.0464039,-0.7069264,-1.6303843,3.1563551,-0.17783651,-1.3310753,-4.1607876,-1.9553946,0.17492428
328_city,1.6827555,0.02674232,0.97527766,-2.249626,-1.1162661,-0.51383746,-0.6936326,-0.728365,-0.87328404,0.925236
328_rural,-0.61297,2.0374727,-0.300173,-1.9221002,-1.2695931,1.198836,1.3890207,1.9384884,-0.60292697,-0.40630177
328_town,-0.42926416,3.4140596,0.035536483,-1.9164796,-2.1727486,-0.5045101,-2.17031,2.296574,0.09649529,0.72436464
329_city,5.531009,-1.8011229,-0.008028418,-0.964852,3.9370117,-1.1540767,-1.2954319,-6.8115487,-3.150525,-0.023156825
329_rural,5.297811,0.16154559,-0.39400592,-0.47260198,4.474999,-0.22484739,-0.94505244,-5.765382,-3.3950398,-0.5692531
329_town,0.3066809,1.4727988,0.4184936,-1.8563846,0.4727876,0.6354559,-0.49766073,-2.5304897,-0.7175853,0.021699501
335_city,0.12728485,0.9291889,1.2471081,-2.023572,0.9995091,0.42424762,0.5229001,-3.1356142,-0.9811488,0.47455627
335_rural,4.00865,-0.5688209,-0.07549475,-0.86084825,4.8294573,-0.7298412,-0.46594736,-5.2401686,-3.4429233,-0.64837396
335_town,2.5016725,0.24570066,-0.7056924,-1.0181527,4.0511594,-0.8813737,-0.7565495,-4.4673576,-1.8992032,-0.21136533
337_city,2.2616684,-0.54074407,0.8066583,-1.603792,2.2305036,-0.34174004,0.9708839,-3.4600985,-2.473155,1.1081333
337_rural,2.5790224,0.6533707,-0.6554114,-1.4250675,3.178892,0.5251205,0.71207625,-3.0512428,-3.478439,-0.61463636
337_town,1.1607418,1.7917111,-1.38994,-1.5133492,3.6265874,-0.12931581,-0.5014809,-2.3421524,-1.5626774,0.24929924
338_city,4.2483144,-1.5164044,0.5457991,-1.7535297,2.338669,-1.3201758,-1.2402018,-3.871581,-2.7216954,1.0370343
338_rural,-1.2981876,2.7092912,0.039305992,-2.8321295,0.12016321,1.7671509,1.5186733,-0.35125583,-1.3551043,-0.14331341
338_town,1.9414002,0.73410785,-0.47019586,-2.1752868,2.1269429,-0.72905916,-1.3242952,-3.2274418,-1.4662038,0.6532944
33_city,1.7121707,-1.1296986,0.8965004,-0.8965589,1.0120091,-1.1155871,-0.67109066,-1.2547538,-1.376026,0.57137555
33_rural,-0.98212475,1.3998088,-0.030721454,-1.0147446,0.6332407,1.0900564,1.0846076,0.37958276,-1.9776499,-0.50117135
33_town,-0.60568506,2.236742,-0.47765052,-1.3843802,0.71036553,0.43578264,0.35813147,-0.37118137,0.07956129,0.5496165
344_city,0.3827046,-0.05370843,0.73051,-2.017285,0.141121,0.43954873,0.2733636,-2.333751,-1.5937918,1.0451902
344_rural,-0.06490261,1.1666292,-0.4735363,-2.1409569,1.4418925,1.3398451,1.3954612,-2.0751894,-1.784842,-0.46286467
344_town,-1.3562714,3.173448,-0.44178504,-1.5731454,0.72191894,1.2410575,1.2663833,-2.053116,-0.0906745,0.6027201
346_city,-0.52303296,-0.18304658,1.411088,-0.6945075,1.093358,0.61612284,0.3611175,-2.5593667,-1.1370676,0.22652833
346_rural,-3.1788025,4.042319,0.6890456,-0.8231599,0.21643202,3.2866776,3.475778,-0.18919705,0.2687251,-0.52393764
346_town,2.9120073,0.25734216,-0.021654177,0.012138649,4.982815,-0.69824314,-0.18717498,-4.9093714,-1.5216522,-0.27177984
347_city,-1.2630116,0.06310183,1.268042,-1.6126485,0.9976163,0.4503859,0.19052514,-2.2896183,-0.7988006,0.27677417
347_rural,3.3255908,-0.36909688,0.3032623,-0.3182805,3.894602,-0.48277467,-0.008917939,-5.39739,-2.2348151,-1.1658887
347_town,-0.98068994,1.9861465,-0.19746801,-1.8000119,1.2940416,0.40864623,0.28814042,-1.9320712,-0.0769477,-0.035837155
348_city,2.9207053,-1.4955714,1.0000057,-1.622275,2.042808,-0.846523,-1.0376607,-3.9915307,-1.7071052,0.14787129
348_rural,3.9111555,-1.9219948,-0.33765367,-0.8681653,3.302755,-1.2236178,-2.360573,-4.3039484,-3.0190666,-1.0303135
348_town,4.02832,-1.6720766,-1.2174995,-1.8151762,2.1802146,-1.5212772,-2.8364968,-4.8781404,-2.2847443,-0.05164706
349_city,2.6173267,-0.196221,0.85212386,-0.72307855,3.1191313,-0.722576,-0.03466878,-5.0584655,-1.0813853,-0.03492876
349_town,0.2872009,1.0915766,0.41159502,-1.2268455,0.8360093,0.61801755,0.17733043,-1.9550502,-0.4796207,-0.096227415
354_city,0.6243305,-3.0383143,0.6577386,-1.619429,-2.058968,-0.24980608,-1.4512843,-1.5801632,-0.53361815,-0.19726412
354_rural,2.2603848,-2.2543843,0.37664676,-2.3381271,1.5309683,-1.1994554,-4.1611395,-2.1286256,-2.8377736,-1.8319728
354_town,-4.102831,1.8452024,0.17531127,-2.828128,-2.4306877,1.4549091,-0.42927298,2.6330779,0.95203763,-0.09495888
355_city,-1.0984148,-0.8761715,1.5251781,-1.8873602,-1.9199953,0.45748803,-2.4430676,0.69399893,-1.1363531,-0.61823034
355_rural,-0.5252812,0.81783056,0.0470844,-2.2768872,-1.6042517,0.80082786,-0.46538335,0.38352323,-1.0952652,-1.0345138
355_town,0.17601919,-0.4415958,-0.37814513,-2.028787,-1.5148671,-0.59896713,-2.7927985,0.28763053,-0.24227668,-1.3451539
357_city,1.8704174,-0.9935291,1.9912233,0.43152022,2.0492594,0.04816346,-1.3143405,-2.8832438,-1.7522984,-0.8015884
357_rural,1.2160381,-0.7590268,-0.07882245,-1.4062103,0.92836523,0.7746404,-1.6773705,-0.89594346,-1.392629,-1.6405631
357_town,1.3838363,-1.5160744,-0.5084064,-0.14993294,1.8532168,-0.31142437,-2.8998024,-1.6021242,-1.4752426,-0.82097965
359_city,1.2744967,0.14521979,1.5102257,-0.917042,1.6491987,0.11771306,0.12929939,-1.7843084,-1.5680068,0.13986987
359_rural,3.5677817,-1.0219561,-0.32052046,-0.39515486,3.8852859,-0.57620233,-1.6161588,-2.5468452,-2.652739,-1.4875324
359_town,0.48999742,0.7394749,-0.4394321,-0.5298509,1.9785405,0.32958198,-0.5599414,-1.0162882,-0.7205243,0.083097674
35_city,6.3687334,-2.9572446,0.85918254,0.8801331,5.3530617,-2.588596,-3.1167827,-3.832148,-3.1160364,-0.6916381
35_rural,6.7031627,-3.1864312,-0.00465014,1.9696089,6.9864774,-1.9838271,-1.7330426,-5.0825853,-2.7122352,-1.2772295
35_town,7.685758,-2.5713618,0.16519475,2.7577004,8.515969,-2.8499675,-2.3609936,-6.331382,-3.2481542,-1.6822606
364_city,0.34585115,-1.5180495,1.7350338,0.18209924,1.2358431,0.004568487,-0.2729421,-2.1198337,-1.8421844,-0.028008787
364_rural,0.11106887,-0.68322724,-0.8937447,-0.75335526,1.7434244,0.9853351,-0.37244838,-0.35604888,-1.845342,-1.3229282
364_town,-0.8692897,0.23591393,-0.99542683,0.066801295,1.5866133,0.37496105,-0.950131,-1.2210537,-0.070478454,-0.31874493
365_city,1.4272768,-2.1004422,1.4506776,-0.8474505,0.22508249,-0.08330562,-0.7361379,-2.1387768,-2.393519,0.24929301
365_rural,0.93072104,-1.4346988,-0.50561875,-0.5583985,2.431926,0.3881892,-0.38131633,-2.117724,-2.852448,-1.4713161
365_town,-0.9411165,-0.063529156,-1.3415436,-0.42195368,1.8568599,0.007827426,-1.6581583,-1.3521236,-0.9446312,-0.009178696
366_city,-5.1376343,3.819528,1.8347994,0.12384361,-2.2037597,3.012423,3.2666743,2.346697,2.4189234,-0.9897351
366_rural,0.982762,-0.6383989,0.4612096,0.45585698,1.4584751,0.48048082,-0.7865711,-0.35536358,-0.5832971,-1.671542
366_town,0.7559397,-0.76815796,0.49259335,0.8510194,0.9772547,0.10309589,-0.71099615,-0.91816545,0.31980821,-1.2823596
368_city,-0.15990512,0.7386605,1.6247847,-0.5484234,1.2314137,1.1352892,0.66670066,-1.7171174,0.21892472,-0.6827871
368_rural,1.2526954,-0.25707608,0.5430247,-0.57648927,1.6548789,1.016589,-0.22747593,-2.1255093,-0.67839694,-2.2386227
368_town,9.28205,-5.2661095,-0.9487566,0.75454956,7.579247,-4.1293483,-5.9397273,-6.712383,-4.6051283,-1.157539
36_city,1.6575123,-0.1761432,0.8388193,-1.5481685,-0.06944949,0.13061513,-0.49044544,-0.9114768,-0.2043178,0.7407927
36_rural,1.1828132,1.248566,0.48969546,-1.7139778,1.1261632,0.5457504,-0.51145285,-0.8228987,-1.0993065,-1.5314721
36_town,-0.83182585,1.9439459,1.1688575,-0.7523234,1.423408,0.68849427,-0.06410494,0.99168205,0.60050154,-0.34166536
373_city,1.027538,-1.6657798,1.0052191,-1.307117,0.95592254,-0.4089224,-0.3270126,-1.9642724,-1.3541399,0.36042377
373_rural,-1.4336147,1.7807958,0.22840023,-1.6984348,0.80882764,1.8721163,1.7543103,-0.23731989,-1.0981777,-0.88432527
373_town,0.47536469,0.1687813,-1.1648396,-0.37098902,2.8277967,-0.36230817,-0.46427754,-2.608111,-0.6687447,-0.3270993
375_city,0.18453689,0.96891373,1.05802,-2.4140334,-1.0709498,0.44090778,0.3846764,-0.6437294,0.1580491,1.3500612
375_rural,8.639911,-2.9002903,-0.82583123,0.3797581,8.276118,-3.088332,-2.5286102,-6.649162,-4.702231,-1.1545707
375_town,1.1244285,0.320187,-1.105319,-2.5223868,-0.039238755,-0.99564385,-1.5054756,-0.3890148,-1.133457,0.25234008
376_city,0.76687264,-0.08029167,1.2132643,-1.7880278,0.346729,-0.85014355,-0.51593274,-2.8681967,-2.0026958,0.9319666
376_rural,0.8259374,1.0122668,-0.36366594,-1.2529037,2.0749216,0.8372961,0.57136905,-1.7252183,-2.7673497,-0.23425104
376_town,0.016098235,2.0545063,-0.8724894,-1.5439776,0.83710504,0.24293268,-0.48724598,-1.635008,-0.91342056,0.41526538
378_city,-0.1039105,0.8285029,1.3407534,-1.874826,0.59304297,0.31460813,0.7517464,-1.2120328,-1.4877588,0.7658198
378_rural,3.6345477,-1.0051407,-0.34618875,-1.410211,3.751093,-0.7977081,-0.8884843,-3.5018508,-3.5990715,-0.32425976
378_town,0.74041104,1.1674948,-0.702201,-1.5553051,1.2439321,-0.15050116,-0.5331474,-2.1428847,-1.0268085,-0.084386475
383_city,-0.7773479,1.5470194,1.0175171,-1.3945622,0.462897,0.49500996,0.4666466,-2.1915495,-1.7543244,0.92183596
383_rural,-0.9484099,2.1419723,0.07506095,-1.4286529,0.9167084,1.9556268,1.9790847,-2.2668624,-1.8256854,0.0033205454
383_town,-0.46029398,2.507057,-0.8791259,-1.3636804,0.75107044,1.214773,0.76837134,-2.8211658,-1.0532289,0.30751997
384_city,1.6863799,-0.5166886,-0.06852387,-0.89527726,2.4642816,-0.8652414,-0.29125687,-3.3385534,-2.2945185,-0.09335997
384_rural,-1.298949,2.207689,0.62755764,-2.7840357,-0.6246866,1.2024151,0.8853673,-0.97123426,-0.22235204,-0.38043356
384_town,-3.7725997,3.6836252,0.56222045,-1.8121672,-0.5871341,2.2609522,3.047585,0.7159354,0.73886865,-0.6080833
385_city,0.6219607,-0.8711932,0.7387252,-2.6108158,1.6306471,-0.52437824,-0.5345946,-3.636938,-1.5464631,0.7127231
385_rural,-1.5238786,2.6947002,0.5436885,-1.3149053,1.5796168,1.7185582,2.3850288,-1.205691,-1.1494337,-0.88586956
385_town,-0.55255127,0.9798384,-0.28837097,-2.097285,2.1434886,-0.10864191,-0.92562497,-2.955896,-1.2003957,0.1322266
386_city,3.4988828,-1.5789136,1.1757435,-1.3586885,2.504025,-1.05441,0.09775349,-4.4110866,-2.2303283,0.5073883
386_rural,3.1066797,0.50816065,-0.01566015,-1.7548491,4.6739163,0.08505513,0.56243503,-3.2446225,-2.8905025,-0.5944247
386_town,-0.081086665,2.2728183,-0.66609,-1.2377582,2.5205882,0.23948808,0.96488494,-3.0660076,-0.24714264,0.33002242
387_city,4.1397123,-0.28472435,1.1003023,0.10482122,2.354888,-0.36390293,0.033331785,-6.3667464,-2.483624,-0.4752558
387_rural,1.156531,2.4676027,0.27681378,-0.5017579,2.0480123,1.9350787,1.8337184,-4.4557734,-1.6675156,-1.508131
387_town,4.209838,0.6284472,-0.5805773,-0.024850639,3.8552582,-0.58755314,-0.7793627,-5.8579106,-2.0149298,-0.6676546
389_city,1.6195393,-0.65302956,0.74324656,-2.235807,-0.29458153,-0.16182177,-0.4625005,-2.4143357,-1.6071341,0.8218207
389_rural,3.0007076,-0.0014287444,-1.0950941,-2.2169127,2.4274492,0.4089095,-0.27140653,-2.545181,-2.8488526,-1.438809
389_town,0.7478554,1.3038259,-0.9342224,-1.9157153,2.1071506,-0.46358523,-1.1240838,-2.395436,-0.47471175,0.33966142
405_city,6.1352005,-3.1002617,0.90281796,0.92981404,2.9059894,-1.8984859,-4.377254,-6.243533,-3.0254335,0.16853973
405_rural,6.465828,-2.1763115,-0.91762465,0.7432496,4.858004,-0.78152055,-2.4760752,-5.807663,-3.8141801,-2.064288
405_town,3.7429595,-0.44171292,-1.1034721,0.1831074,3.429806,-0.4074505,-3.5953004,-4.7540493,-1.8780266,-1.3874549
408_city,5.397836,-3.8116632,1.1649516,0.51636213,3.8959236,-1.3262702,-2.2778435,-5.5193596,-3.3648658,-1.0447972
408_rural,3.7240617,-2.0255778,-0.101353,-0.97764534,3.6378691,-0.27044702,-2.6056657,-3.5672343,-3.099367,-1.7383932
408_town,1.4147341,0.72696286,-0.39837098,0.77421117,1.6173024,0.49552864,-1.1441638,-2.9256556,-0.22990268,-0.36310774
417_city,-1.3434342,0.6876168,1.4857999,-1.3512319,-3.725241,1.581722,-0.38443273,1.9308448,1.910348,-0.52959853
417_rural,0.8817161,0.4775262,1.4675194,0.568643,-0.38404337,0.07600153,-0.5994828,-0.3331257,0.1693698,-2.0356839
417_town,0.6881886,0.49998695,0.71412563,-0.54289937,-1.434842,0.3755408,-1.9097521,1.4334244,0.9911466,-1.5678852
418_city,1.1276178,0.7704924,1.5096965,-1.2097225,-2.367127,0.3487721,-1.7997035,0.6984096,-1.4116002,0.1126315
418_rural,0.026107006,2.7194922,0.49684715,-0.12719725,0.16664697,1.4041144,0.11225741,0.37267864,-0.39890006,-1.9766438
418_town,-0.16908799,1.941775,0.25577205,0.18005984,-2.500214,0.49937478,-2.1579087,1.3182027,-0.13031761,-1.0739967
423_city,-2.4858599,3.0236921,2.3025024,-1.0317464,-3.7032793,2.0302558,-0.119165786,2.3918843,0.35631636,-0.15211149
423_rural,2.7137544,0.9651273,0.2336097,0.39870593,2.3392885,0.23869774,-0.95591503,-2.8266046,-2.60014,-1.0090066
423_town,-4.384957,4.005101,1.0748436,-0.23729748,-4.3527517,3.41726,1.0227712,3.0753777,1.7391602,-1.3551477
425_city,2.9891384,-0.85422784,0.8230911,-0.26183033,3.1550221,-0.69039726,-1.7572627,-5.229494,-2.8599,-0.57113206
425_town,6.7492437,-2.7431219,-0.38665354,0.28757197,5.5562477,-2.1156538,-3.6400018,-7.229584,-3.8677475,-1.2758821
426_city,2.363697,0.22484754,1.9439987,1.1141938,1.7893327,-0.2658463,-0.9277329,-3.601507,-2.197797,-0.058070235
426_rural,2.34138,0.023835925,-0.20988321,0.7511004,1.8674847,0.9771495,-1.3581097,-2.0315108,-2.336958,-2.1699538
426_town,1.2951555,1.9909108,0.25306875,0.27497676,1.37808,0.47092712,-1.100575,-1.7593505,-1.077198,-0.6041616
434_city,-2.4594707,2.0858471,1.4227145,-0.009144251,-1.4284153,2.216235,0.6365953,-0.44377226,-0.33834565,-0.10058632
434_rural,0.6720534,0.8789418,0.33217224,-0.14932247,1.1353728,1.4297948,0.09867294,-2.1697266,-2.0236702,-1.0642495
434_town,0.91547287,0.89830023,-0.5494525,-0.24839364,1.4838539,0.39976224,-1.62291,-2.5144691,-1.1892372,-0.529285
435_city,-0.008843854,0.35095984,1.2054844,-0.20831531,0.1384683,1.0304005,-0.4884857,-2.6548004,-2.0006793,0.0071329055
435_rural,1.6294278,0.8530593,0.47957388,-0.5347934,1.7747228,1.2592484,0.36564654,-2.8487058,-2.4897454,-1.3867315
435_town,-1.1996224,2.435515,-0.34875673,-0.482288,-0.2244802,1.7878939,-0.42013487,-1.6802751,-0.8006917,0.08037205
436_city,3.6449862,-1.4291486,0.8847068,1.016717,2.7365048,-0.15333872,-0.8693266,-5.118029,-2.679178,0.020085901
436_rural,4.1668053,-0.13386633,-0.0041506034,0.65152407,5.003238,0.27893037,-1.3577135,-5.960628,-4.319734,-1.7820017
436_town,2.6716707,1.0592033,-1.1768198,1.0039216,3.2660935,0.66632617,-0.50153637,-4.21742,-0.9118188,-0.6380915
43_city,-4.9165416,3.3202834,1.6565434,-1.4948725,-5.055027,2.0603495,2.4931102,4.7734265,2.3602595,0.26673868
43_rural,-5.48639,4.8028283,1.8987074,-1.3717313,-3.079081,2.8201635,3.4796777,3.4966903,2.2380517,-0.8690799
43_town,-3.498155,3.5309906,0.78603446,-2.056077,-3.17903,1.6443158,1.8933235,3.0647368,1.6983649,-0.33989742
444_city,3.4841368,-2.1556664,1.2633957,-0.09314611,2.6672127,-1.2326214,-3.0691981,-5.1641684,-2.7742653,-0.008985658
444_rural,4.5200768,-1.5216464,-0.5638263,-0.3171122,3.1623375,0.7312008,-0.8766623,-4.9049597,-3.3902102,-1.8249835
444_town,3.532011,-0.06118716,-0.77281004,0.55677027,2.332716,-0.20550255,-3.5255263,-5.078104,-2.3783243,-0.6579911
445_city,0.032521293,2.1713603,1.2214295,-1.9408778,0.31887847,0.52344126,0.5750864,-2.319775,-0.8623085,0.21990792
445_rural,3.6354709,1.1004778,0.62683743,-1.131205,3.8688307,0.194817,-0.2853336,-5.2250133,-2.296761,-1.2102233
445_town,-0.72059786,3.0875838,0.24541302,-1.2856996,0.30020598,1.6846184,1.136277,-2.5580094,0.45658317,-0.7742949
447_city,4.0176697,0.060048517,1.520487,-0.6620883,1.367142,-0.3093276,-1.09713,-4.2296777,-1.5045935,0.31348786
447_rural,2.3975735,1.7008333,0.7460426,-1.7092552,3.3571944,1.1676971,-0.67991626,-4.359011,-2.2402656,-2.0395582
447_town,1.7171844,1.7692207,-0.10836668,-1.1984645,2.07972,0.51374173,-1.4104931,-4.891814,-1.0149632,-0.8595728
44_city,-2.174359,2.347229,1.7813044,-1.0101027,-0.8546068,0.9256482,3.6173136,3.1814625,1.8219943,-0.054212138
44_rural,2.6375792,-1.1646479,0.27912003,-0.60846776,2.057934,-1.4274985,-0.05172048,-0.009375513,-0.14128849,-1.5309845
44_town,-2.0219724,1.2566864,0.40509027,-1.0320562,-1.3326402,0.012264556,1.6843839,3.017939,2.461365,-0.36375475
451_city,4.0931697,-2.2230618,1.608441,2.3161511,3.0521793,-0.69594014,-1.2667677,-3.1920474,-2.3512933,-1.0192065
451_rural,2.8333848,-0.60383797,0.17418478,1.8745625,3.3367276,0.4428077,-0.17560214,-2.6602056,-2.4845648,-1.6542097
451_town,1.7159195,0.61562073,-0.49524733,1.5524095,3.5534365,0.11387143,-1.1986954,-1.9277875,-0.74869716,-0.36368674
453_city,4.860629,-2.3998947,2.4012802,1.1918516,3.7281103,-0.6959679,-0.55100465,-3.9184191,-3.1836836,-0.5142139
453_rural,4.6985745,-1.9213436,0.43621045,0.37403408,5.3312445,-0.30155212,-0.95221716,-3.7452424,-3.7494757,-2.0227747
453_town,5.725436,-1.628633,-0.6353019,2.5951355,4.6554103,-1.073056,-2.4916725,-5.288437,-1.8154397,-0.76186913
457_city,1.3140535,-1.3921536,0.027889108,-0.0747351,0.32207215,0.73328584,-1.4752785,-1.5718474,-1.1402227,-0.7326124
457_rural,9.774046,-4.9747987,-0.4570586,1.4232804,9.1343565,-3.618318,-4.8235145,-8.552076,-5.1662197,-2.0991054
457_town,-1.7920454,3.0366416,0.83641297,0.7498,1.4201657,1.912219,1.8300935,-1.687971,0.2891956,-0.7698505
458_city,2.1087935,0.24277546,1.284682,0.021720693,2.6062849,0.35246208,0.2860919,-4.6565256,-2.217733,-0.397985
458_rural,2.8810434,0.27201086,0.032939952,-0.80883163,4.718757,0.24755634,-0.3519581,-5.4680233,-2.5345566,-0.86368746
458_town,3.9655323,-0.14319122,-0.49735123,-0.15107326,4.4661255,-0.5210908,-1.2181361,-5.6172833,-2.2837894,-0.5829279
459_city,0.89249825,-0.008864751,1.0635961,0.16097832,0.27229294,0.5454536,-0.26189855,-1.899902,-1.4154168,-0.7222307
459_rural,-1.6714725,2.6449463,0.65722716,-0.38778585,0.6035733,2.7176514,2.2212162,-0.45041788,-0.119305946,-1.2686479
459_town,-1.6613178,3.7437162,-0.19101197,0.23411678,-0.22412357,2.0167937,1.4976305,-0.578778,0.052488394,-0.18994023
45_city,9.007833,-5.5530996,0.14542313,1.4155285,6.755322,-4.6865063,-3.3129525,-5.1194863,-2.7148874,-1.1941662
45_town,3.036462,-0.38821286,0.6407282,0.85665077,4.224131,-0.94238156,0.5420475,-2.0240657,-0.5205419,-1.1235737
462_city,-5.780929,3.954741,1.6648114,-0.3364808,-2.862417,3.1634424,3.0424821,2.8240793,2.1221468,-0.6917896
462_rural,15.013995,-7.3196745,-0.91992265,2.0794408,12.321962,-6.480122,-7.1630783,-12.743652,-7.511092,-2.1463385
464_city,-3.455373,3.6120963,1.8346592,-1.4317937,-2.2626312,2.9809186,2.636177,1.2733473,1.5971383,-0.44910386
464_town,14.463443,-7.9265447,-0.87902355,1.8425363,9.381574,-6.003405,-7.80983,-10.054012,-6.1723266,-1.9189894
466_city,2.240119,1.07623,1.7156581,0.18511888,1.2786272,-0.0062828255,0.84198225,-3.653395,-0.75920564,-0.19895576
466_rural,5.635297,-0.5009177,-0.0089229,-0.3564477,5.7174993,-0.7545718,-0.3166578,-5.8623724,-2.942346,-1.233567
466_town,0.2903905,2.932544,0.14284235,-0.62197906,1.2940383,0.926792,0.7997117,-3.3057003,-0.17072529,-0.8242271
467_city,-6.921665,6.6922154,2.400226,0.82876533,-0.9731871,4.3068466,6.1885457,1.6565156,2.903664,-0.6875538
468_city,3.262036,-0.5545673,0.50532424,-0.9066913,0.74610674,0.6036292,-0.22716811,-4.4942136,-1.8956583,-0.0052347886
468_rural,1.1876496,2.4465456,-0.13250859,-0.95595145,2.0455642,2.0595584,1.1282936,-2.8714936,-1.8354976,-1.4500436
468_town,2.0555797,2.2922795,-0.2907298,-0.48482105,1.9784832,0.84656787,-0.48847368,-4.7454906,-1.6041476,-0.19916326
469_city,0.66919965,0.89652073,1.7824922,0.13653277,0.14654739,1.1248273,-0.4717747,-2.8875928,-0.9158409,-0.15476881
469_rural,0.4762232,1.575725,0.62691474,-1.8686066,-0.3287297,1.7121575,-0.86069196,-1.9914771,-0.86014926,-1.867895
469_town,1.6587734,1.696382,0.43008226,-0.03983196,2.1139514,1.1200097,-0.9969637,-3.5796487,-0.92623466,-1.3405575
471_city,-2.285526,2.4556317,1.1914418,-2.5078175,-3.2553792,1.5248989,0.382089,0.81379455,-0.1107372,-0.597163
471_town,-6.1138883,6.164978,1.6121427,-3.0300798,-5.097629,4.0755453,3.1470702,3.0521638,2.2291126,-0.41064158
472_city,-2.416692,3.0713193,1.4202126,-1.2286657,-2.0743916,1.6863447,1.2181431,0.051864773,0.8324728,-0.22411653
472_rural,-1.0378232,2.3492315,0.9866961,-0.63176787,0.31888285,2.3041592,0.9565733,-0.088747606,-0.7285161,-1.4835161
472_town,2.1613562,0.5972763,-0.3857567,-0.4426606,2.7130985,0.25322607,-1.0724677,-4.10957,-1.3010767,-1.0611196
473_city,6.9712615,-1.0692918,0.40133023,2.9895742,6.9429736,-1.5671289,-0.57491654,-6.03321,-3.8356018,-0.49613377
473_rural,5.0281887,-0.94786966,-0.07197053,1.9157112,6.804764,-0.8033019,-1.4084271,-3.1639004,-4.305235,-1.33506
473_town,5.549613,-0.039406598,-0.13661869,2.5465941,6.4331484,-0.28136295,-0.3972864,-4.510038,-2.2227454,-1.084485
475_city,3.4942138,-1.1684802,0.6395396,0.40976363,2.074371,-0.41528064,-1.5910853,-1.3820926,-2.0322134,0.070829056
475_rural,1.7179506,0.96175766,0.18177614,0.4357804,1.0366727,1.3375527,-0.41135907,1.111446,-1.6107688,-2.0027957
475_town,10.306444,-4.699188,-0.8636079,2.526819,7.8409586,-3.5839338,-6.0213284,-6.5240045,-4.4000144,-1.4371624
479_city,10.092911,-6.21021,0.24504156,1.9636625,7.663031,-4.044776,-6.139501,-6.1941156,-5.9157944,-1.677006
479_rural,4.5133514,-1.1817453,-0.06794082,2.271657,4.187555,0.19604781,-1.3384008,-3.0030243,-3.2540624,-2.2953038
479_town,7.1097775,-3.2657413,-0.62766,2.0375013,6.4514275,-2.1635208,-3.9421196,-5.8126445,-2.0345855,-1.5039077
47_city,-0.988052,-0.37085956,0.544904,-2.58619,-4.489021,-0.29690796,-1.4462713,5.1107273,1.750598,-0.5238574
47_town,-4.7067056,4.183862,1.4074737,-1.0893339,-2.2407508,2.208114,3.5753036,4.1440296,2.7985442,-0.30028793
48_city,1.7669417,-1.4460801,0.55877775,-1.3730861,-1.4356874,-1.2877063,-1.1948396,2.2907898,0.6857049,0.30563965
48_rural,3.4388378,-0.9910489,0.4830387,0.55877215,3.9849043,-1.6027474,0.084503196,-1.2106438,-1.003854,-1.2698604
48_town,5.1377444,-2.1381354,0.037666373,-0.05307707,3.6047142,-2.9833388,-2.2083075,-1.8524011,-0.18480149,-0.30554962
496_city,-5.3829875,5.9864883,2.3899937,1.1518108,-0.21350648,3.8423152,5.0588813,0.500962,2.041868,-0.9895903
496_rural,1.3022288,-0.7424306,0.12792957,1.5787096,1.5994081,0.71313274,-1.331014,-0.87685984,-2.0817106,-2.3702652
496_town,4.4032784,-2.5702114,-1.0017265,1.914699,4.814152,-1.3231305,-2.8060908,-3.1290116,-1.9714533,-1.0134293
498_rural,-3.4940472,2.8925724,0.70888096,0.050936114,-1.2920578,2.0910096,1.8425462,2.2492268,0.95449907,-1.2477208
498_town,4.536185,-1.7592566,0.42113116,2.3193717,6.482248,-1.298117,-2.2983491,-4.2225885,-2.2619002,-1.1897867
505_city,1.4828643,-1.2818722,1.3489116,1.3217449,1.0304042,-0.6610509,-0.9682114,-0.5169744,-1.0789866,-0.77591205
505_rural,1.2664307,1.0285196,-0.36837474,1.6510465,3.8534124,0.6646799,-0.2989386,-0.60738504,-1.3434874,-2.678176
505_town,0.32146814,0.33873478,-0.16005726,0.99005,1.7590811,0.1801064,-1.7200584,-0.14131075,0.24452452,-1.2662237
508_city,0.15836541,-0.48797658,1.7990582,0.51276207,-0.65256804,-0.02712426,0.003529897,-0.37656748,0.6300817,-1.0771475
508_rural,-0.25890905,0.12809937,1.354687,-0.19796927,1.3914307,0.2676415,0.29280317,0.0691278,1.1134257,-2.590556
508_town,-0.32440624,0.6532233,1.569735,0.12944058,-0.9601924,0.90474266,-0.61010265,1.9416616,2.6816728,-2.2385395
